,Env,Contribution,Region
SRR5602223,Senior,0.52,Jiangsu
SRR5602223,Senior,0.55,Jiangsu
SRR5602223,Senior,0.56,Jiangsu
SRR5602223,Senior,0.69,Jiangsu
SRR5602223,Senior,0.62,Jiangsu
SRR5602223,Senior,0.62,Jiangsu
SRR5602223,Senior,0.71,Jiangsu
SRR5602223,Young,0.38,Jiangsu
SRR5602223,Young,0.36,Jiangsu
SRR5602223,Young,0.35,Jiangsu
SRR5602223,Young,0.4,Jiangsu
SRR5602223,Young,0.38,Jiangsu
SRR5602223,Young,0.35,Jiangsu
SRR5602223,Young,0.33,Jiangsu
SRR5602223,Young,0.34,Jiangsu
SRR5602223,Young,0.4,Jiangsu
SRR5602223,Young,0.42,Jiangsu
SRR5602223,Young,0.37,Jiangsu
SRR5602223,Young,0.31,Jiangsu
SRR5602223,Young,0.48,Jiangsu
SRR5602223,Young,0.45,Jiangsu
SRR5602223,Young,0.44,Jiangsu
SRR5602223,Young,0.31,Jiangsu
SRR5602223,Young,0.38,Jiangsu
SRR5602223,Young,0.38,Jiangsu
SRR5602223,Young,0.29,Jiangsu
SRR5602224,Senior,0.59,Jiangsu
SRR5602224,Senior,0.65,Jiangsu
SRR5602224,Senior,0.69,Jiangsu
SRR5602224,Senior,0.72,Jiangsu
SRR5602224,Senior,0.7,Jiangsu
SRR5602224,Senior,0.61,Jiangsu
SRR5602224,Senior,0.6,Jiangsu
SRR5602224,Senior,0.62,Jiangsu
SRR5602224,Senior,0.7,Jiangsu
SRR5602224,Senior,0.69,Jiangsu
SRR5602224,Senior,0.67,Jiangsu
SRR5602224,Senior,0.58,Jiangsu
SRR5602224,Senior,0.66,Jiangsu
SRR5602224,Young,0.41,Jiangsu
SRR5602224,Young,0.35,Jiangsu
SRR5602224,Young,0.31,Jiangsu
SRR5602224,Young,0.28,Jiangsu
SRR5602224,Young,0.3,Jiangsu
SRR5602224,Young,0.39,Jiangsu
SRR5602224,Young,0.4,Jiangsu
SRR5602224,Young,0.38,Jiangsu
SRR5602224,Young,0.3,Jiangsu
SRR5602224,Young,0.31,Jiangsu
SRR5602224,Young,0.33,Jiangsu
SRR5602224,Young,0.42,Jiangsu
SRR5602224,Young,0.34,Jiangsu
SRR5602225,Senior,0.43,Jiangsu
SRR5602225,Senior,0.45,Jiangsu
SRR5602225,Senior,0.6,Jiangsu
SRR5602225,Senior,0.47,Jiangsu
SRR5602225,Senior,0.45,Jiangsu
SRR5602225,Senior,0.54,Jiangsu
SRR5602225,Senior,0.47,Jiangsu
SRR5602225,Senior,0.48,Jiangsu
SRR5602225,Senior,0.56,Jiangsu
SRR5602225,Senior,0.56,Jiangsu
SRR5602225,Senior,0.45,Jiangsu
SRR5602225,Senior,0.43,Jiangsu
SRR5602225,Senior,0.58,Jiangsu
SRR5602225,Senior,0.45,Jiangsu
SRR5602225,Senior,0.37,Jiangsu
SRR5602225,Senior,0.53,Jiangsu
SRR5602225,Senior,0.51,Jiangsu
SRR5602225,Senior,0.52,Jiangsu
SRR5602225,Senior,0.47,Jiangsu
SRR5602225,Senior,0.44,Jiangsu
SRR5602225,Senior,0.55,Jiangsu
SRR5602225,Senior,0.45,Jiangsu
SRR5602225,Senior,0.44,Jiangsu
SRR5602225,Senior,0.51,Jiangsu
SRR5602225,Young,0.57,Jiangsu
SRR5602225,Young,0.55,Jiangsu
SRR5602225,Young,0.4,Jiangsu
SRR5602225,Young,0.53,Jiangsu
SRR5602225,Young,0.55,Jiangsu
SRR5602225,Young,0.46,Jiangsu
SRR5602225,Young,0.53,Jiangsu
SRR5602225,Young,0.52,Jiangsu
SRR5602225,Young,0.44,Jiangsu
SRR5602225,Young,0.44,Jiangsu
SRR5602225,Young,0.55,Jiangsu
SRR5602225,Young,0.57,Jiangsu
SRR5602225,Young,0.42,Jiangsu
SRR5602225,Young,0.55,Jiangsu
SRR5602225,Young,0.63,Jiangsu
SRR5602225,Young,0.47,Jiangsu
SRR5602225,Young,0.49,Jiangsu
SRR5602225,Young,0.48,Jiangsu
SRR5602225,Young,0.53,Jiangsu
SRR5602225,Young,0.56,Jiangsu
SRR5602225,Young,0.45,Jiangsu
SRR5602225,Young,0.55,Jiangsu
SRR5602225,Young,0.56,Jiangsu
SRR5602225,Young,0.49,Jiangsu
SRR5602226,Senior,0.61,Jiangsu
SRR5602226,Senior,0.6,Jiangsu
SRR5602226,Senior,0.71,Jiangsu
SRR5602226,Senior,0.71,Jiangsu
SRR5602226,Senior,0.6,Jiangsu
SRR5602226,Senior,0.64,Jiangsu
SRR5602226,Senior,0.56,Jiangsu
SRR5602226,Senior,0.55,Jiangsu
SRR5602226,Senior,0.61,Jiangsu
SRR5602226,Senior,0.55,Jiangsu
SRR5602226,Young,0.39,Jiangsu
SRR5602226,Young,0.4,Jiangsu
SRR5602226,Young,0.29,Jiangsu
SRR5602226,Young,0.29,Jiangsu
SRR5602226,Young,0.4,Jiangsu
SRR5602226,Young,0.36,Jiangsu
SRR5602226,Young,0.44,Jiangsu
SRR5602226,Young,0.45,Jiangsu
SRR5602226,Young,0.39,Jiangsu
SRR5602226,Young,0.45,Jiangsu
SRR5602230,Senior,0.66,Jiangsu
SRR5602230,Senior,0.66,Jiangsu
SRR5602230,Senior,0.71,Jiangsu
SRR5602230,Senior,0.66,Jiangsu
SRR5602230,Senior,0.68,Jiangsu
SRR5602230,Senior,0.64,Jiangsu
SRR5602230,Senior,0.72,Jiangsu
SRR5602230,Senior,0.54,Jiangsu
SRR5602230,Senior,0.68,Jiangsu
SRR5602230,Senior,0.75,Jiangsu
SRR5602230,Senior,0.59,Jiangsu
SRR5602230,Senior,0.73,Jiangsu
SRR5602230,Senior,0.66,Jiangsu
SRR5602230,Senior,0.63,Jiangsu
SRR5602230,Senior,0.7,Jiangsu
SRR5602230,Senior,0.6,Jiangsu
SRR5602230,Senior,0.76,Jiangsu
SRR5602230,Young,0.34,Jiangsu
SRR5602230,Young,0.34,Jiangsu
SRR5602230,Young,0.29,Jiangsu
SRR5602230,Young,0.34,Jiangsu
SRR5602230,Young,0.32,Jiangsu
SRR5602230,Young,0.36,Jiangsu
SRR5602230,Young,0.28,Jiangsu
SRR5602230,Young,0.46,Jiangsu
SRR5602230,Young,0.32,Jiangsu
SRR5602230,Young,0.25,Jiangsu
SRR5602230,Young,0.41,Jiangsu
SRR5602230,Young,0.27,Jiangsu
SRR5602230,Young,0.34,Jiangsu
SRR5602230,Young,0.37,Jiangsu
SRR5602230,Young,0.3,Jiangsu
SRR5602230,Young,0.4,Jiangsu
SRR5602230,Young,0.24,Jiangsu
SRR5602231,Senior,0.8,Jiangsu
SRR5602231,Senior,0.86,Jiangsu
SRR5602231,Senior,0.82,Jiangsu
SRR5602231,Senior,0.82,Jiangsu
SRR5602231,Senior,0.81,Jiangsu
SRR5602231,Senior,0.79,Jiangsu
SRR5602231,Senior,0.83,Jiangsu
SRR5602231,Senior,0.91,Jiangsu
SRR5602231,Senior,0.8,Jiangsu
SRR5602231,Senior,0.88,Jiangsu
SRR5602231,Senior,0.79,Jiangsu
SRR5602231,Senior,0.9,Jiangsu
SRR5602231,Senior,0.81,Jiangsu
SRR5602231,Senior,0.85,Jiangsu
SRR5602231,Senior,0.8,Jiangsu
SRR5602231,Senior,0.83,Jiangsu
SRR5602231,Senior,0.81,Jiangsu
SRR5602231,Young,0.2,Jiangsu
SRR5602231,Young,0.14,Jiangsu
SRR5602231,Young,0.18,Jiangsu
SRR5602231,Young,0.18,Jiangsu
SRR5602231,Young,0.19,Jiangsu
SRR5602231,Young,0.21,Jiangsu
SRR5602231,Young,0.17,Jiangsu
SRR5602231,Young,0.09,Jiangsu
SRR5602231,Young,0.2,Jiangsu
SRR5602231,Young,0.12,Jiangsu
SRR5602231,Young,0.21,Jiangsu
SRR5602231,Young,0.1,Jiangsu
SRR5602231,Young,0.19,Jiangsu
SRR5602231,Young,0.15,Jiangsu
SRR5602231,Young,0.2,Jiangsu
SRR5602231,Young,0.17,Jiangsu
SRR5602231,Young,0.19,Jiangsu
SRR5602232,Senior,0.7,Jiangsu
SRR5602232,Senior,0.69,Jiangsu
SRR5602232,Senior,0.57,Jiangsu
SRR5602232,Senior,0.71,Jiangsu
SRR5602232,Senior,0.64,Jiangsu
SRR5602232,Senior,0.64,Jiangsu
SRR5602232,Senior,0.64,Jiangsu
SRR5602232,Senior,0.61,Jiangsu
SRR5602232,Senior,0.74,Jiangsu
SRR5602232,Senior,0.67,Jiangsu
SRR5602232,Senior,0.73,Jiangsu
SRR5602232,Senior,0.7,Jiangsu
SRR5602232,Senior,0.69,Jiangsu
SRR5602232,Senior,0.73,Jiangsu
SRR5602232,Young,0.3,Jiangsu
SRR5602232,Young,0.31,Jiangsu
SRR5602232,Young,0.43,Jiangsu
SRR5602232,Young,0.29,Jiangsu
SRR5602232,Young,0.36,Jiangsu
SRR5602232,Young,0.36,Jiangsu
SRR5602232,Young,0.36,Jiangsu
SRR5602232,Young,0.39,Jiangsu
SRR5602232,Young,0.26,Jiangsu
SRR5602232,Young,0.33,Jiangsu
SRR5602232,Young,0.27,Jiangsu
SRR5602232,Young,0.3,Jiangsu
SRR5602232,Young,0.31,Jiangsu
SRR5602232,Young,0.27,Jiangsu
SRR5602233,Senior,0.66,Jiangsu
SRR5602233,Senior,0.63,Jiangsu
SRR5602233,Senior,0.57,Jiangsu
SRR5602233,Senior,0.68,Jiangsu
SRR5602233,Senior,0.62,Jiangsu
SRR5602233,Senior,0.63,Jiangsu
SRR5602233,Senior,0.65,Jiangsu
SRR5602233,Senior,0.56,Jiangsu
SRR5602233,Senior,0.6,Jiangsu
SRR5602233,Senior,0.63,Jiangsu
SRR5602233,Senior,0.63,Jiangsu
SRR5602233,Senior,0.69,Jiangsu
SRR5602233,Senior,0.53,Jiangsu
SRR5602233,Senior,0.67,Jiangsu
SRR5602233,Senior,0.66,Jiangsu
SRR5602233,Senior,0.61,Jiangsu
SRR5602233,Senior,0.68,Jiangsu
SRR5602233,Senior,0.62,Jiangsu
SRR5602233,Senior,0.56,Jiangsu
SRR5602233,Senior,0.6,Jiangsu
SRR5602233,Young,0.34,Jiangsu
SRR5602233,Young,0.37,Jiangsu
SRR5602233,Young,0.43,Jiangsu
SRR5602233,Young,0.32,Jiangsu
SRR5602233,Young,0.38,Jiangsu
SRR5602233,Young,0.37,Jiangsu
SRR5602233,Young,0.35,Jiangsu
SRR5602233,Young,0.44,Jiangsu
SRR5602233,Young,0.4,Jiangsu
SRR5602233,Young,0.37,Jiangsu
SRR5602233,Young,0.37,Jiangsu
SRR5602233,Young,0.31,Jiangsu
SRR5602233,Young,0.47,Jiangsu
SRR5602233,Young,0.33,Jiangsu
SRR5602233,Young,0.34,Jiangsu
SRR5602233,Young,0.39,Jiangsu
SRR5602233,Young,0.32,Jiangsu
SRR5602233,Young,0.38,Jiangsu
SRR5602233,Young,0.44,Jiangsu
SRR5602233,Young,0.4,Jiangsu
SRR5602245,Senior,0.69,Jiangsu
SRR5602245,Senior,0.74,Jiangsu
SRR5602245,Senior,0.55,Jiangsu
SRR5602245,Senior,0.69,Jiangsu
SRR5602245,Senior,0.61,Jiangsu
SRR5602245,Senior,0.64,Jiangsu
SRR5602245,Senior,0.69,Jiangsu
SRR5602245,Senior,0.59,Jiangsu
SRR5602245,Senior,0.7,Jiangsu
SRR5602245,Senior,0.75,Jiangsu
SRR5602245,Senior,0.73,Jiangsu
SRR5602245,Senior,0.74,Jiangsu
SRR5602245,Senior,0.67,Jiangsu
SRR5602245,Senior,0.69,Jiangsu
SRR5602245,Senior,0.67,Jiangsu
SRR5602245,Young,0.31,Jiangsu
SRR5602245,Young,0.26,Jiangsu
SRR5602245,Young,0.45,Jiangsu
SRR5602245,Young,0.31,Jiangsu
SRR5602245,Young,0.39,Jiangsu
SRR5602245,Young,0.36,Jiangsu
SRR5602245,Young,0.31,Jiangsu
SRR5602245,Young,0.41,Jiangsu
SRR5602245,Young,0.3,Jiangsu
SRR5602245,Young,0.25,Jiangsu
SRR5602245,Young,0.27,Jiangsu
SRR5602245,Young,0.26,Jiangsu
SRR5602245,Young,0.33,Jiangsu
SRR5602245,Young,0.31,Jiangsu
SRR5602245,Young,0.33,Jiangsu
SRR5602246,Senior,0.7,Jiangsu
SRR5602246,Senior,0.68,Jiangsu
SRR5602246,Senior,0.63,Jiangsu
SRR5602246,Senior,0.63,Jiangsu
SRR5602246,Senior,0.63,Jiangsu
SRR5602246,Senior,0.57,Jiangsu
SRR5602246,Senior,0.67,Jiangsu
SRR5602246,Senior,0.71,Jiangsu
SRR5602246,Senior,0.55,Jiangsu
SRR5602246,Senior,0.53,Jiangsu
SRR5602246,Senior,0.61,Jiangsu
SRR5602246,Senior,0.58,Jiangsu
SRR5602246,Senior,0.54,Jiangsu
SRR5602246,Senior,0.66,Jiangsu
SRR5602246,Young,0.3,Jiangsu
SRR5602246,Young,0.32,Jiangsu
SRR5602246,Young,0.37,Jiangsu
SRR5602246,Young,0.37,Jiangsu
SRR5602246,Young,0.37,Jiangsu
SRR5602246,Young,0.43,Jiangsu
SRR5602246,Young,0.33,Jiangsu
SRR5602246,Young,0.29,Jiangsu
SRR5602246,Young,0.45,Jiangsu
SRR5602246,Young,0.47,Jiangsu
SRR5602246,Young,0.39,Jiangsu
SRR5602246,Young,0.42,Jiangsu
SRR5602246,Young,0.46,Jiangsu
SRR5602246,Young,0.34,Jiangsu
SRR5602247,Senior,0.69,Jiangsu
SRR5602247,Senior,0.66,Jiangsu
SRR5602247,Senior,0.65,Jiangsu
SRR5602247,Senior,0.71,Jiangsu
SRR5602247,Senior,0.67,Jiangsu
SRR5602247,Senior,0.71,Jiangsu
SRR5602247,Senior,0.71,Jiangsu
SRR5602247,Senior,0.66,Jiangsu
SRR5602247,Senior,0.66,Jiangsu
SRR5602247,Senior,0.7,Jiangsu
SRR5602247,Senior,0.69,Jiangsu
SRR5602247,Senior,0.72,Jiangsu
SRR5602247,Senior,0.64,Jiangsu
SRR5602247,Senior,0.68,Jiangsu
SRR5602247,Senior,0.74,Jiangsu
SRR5602247,Senior,0.71,Jiangsu
SRR5602247,Senior,0.63,Jiangsu
SRR5602247,Senior,0.73,Jiangsu
SRR5602247,Senior,0.64,Jiangsu
SRR5602247,Young,0.31,Jiangsu
SRR5602247,Young,0.34,Jiangsu
SRR5602247,Young,0.35,Jiangsu
SRR5602247,Young,0.29,Jiangsu
SRR5602247,Young,0.33,Jiangsu
SRR5602247,Young,0.29,Jiangsu
SRR5602247,Young,0.29,Jiangsu
SRR5602247,Young,0.34,Jiangsu
SRR5602247,Young,0.34,Jiangsu
SRR5602247,Young,0.3,Jiangsu
SRR5602247,Young,0.31,Jiangsu
SRR5602247,Young,0.28,Jiangsu
SRR5602247,Young,0.36,Jiangsu
SRR5602247,Young,0.32,Jiangsu
SRR5602247,Young,0.26,Jiangsu
SRR5602247,Young,0.29,Jiangsu
SRR5602247,Young,0.37,Jiangsu
SRR5602247,Young,0.27,Jiangsu
SRR5602247,Young,0.36,Jiangsu
SRR5602248,Senior,0.71,Jiangsu
SRR5602248,Senior,0.67,Jiangsu
SRR5602248,Senior,0.73,Jiangsu
SRR5602248,Senior,0.72,Jiangsu
SRR5602248,Senior,0.67,Jiangsu
SRR5602248,Senior,0.71,Jiangsu
SRR5602248,Senior,0.61,Jiangsu
SRR5602248,Senior,0.64,Jiangsu
SRR5602248,Senior,0.67,Jiangsu
SRR5602248,Senior,0.63,Jiangsu
SRR5602248,Senior,0.58,Jiangsu
SRR5602248,Senior,0.67,Jiangsu
SRR5602248,Senior,0.58,Jiangsu
SRR5602248,Senior,0.72,Jiangsu
SRR5602248,Senior,0.62,Jiangsu
SRR5602248,Senior,0.76,Jiangsu
SRR5602248,Senior,0.64,Jiangsu
SRR5602248,Senior,0.68,Jiangsu
SRR5602248,Senior,0.61,Jiangsu
SRR5602248,Young,0.29,Jiangsu
SRR5602248,Young,0.33,Jiangsu
SRR5602248,Young,0.27,Jiangsu
SRR5602248,Young,0.28,Jiangsu
SRR5602248,Young,0.33,Jiangsu
SRR5602248,Young,0.29,Jiangsu
SRR5602248,Young,0.39,Jiangsu
SRR5602248,Young,0.36,Jiangsu
SRR5602248,Young,0.33,Jiangsu
SRR5602248,Young,0.37,Jiangsu
SRR5602248,Young,0.42,Jiangsu
SRR5602248,Young,0.33,Jiangsu
SRR5602248,Young,0.42,Jiangsu
SRR5602248,Young,0.28,Jiangsu
SRR5602248,Young,0.38,Jiangsu
SRR5602248,Young,0.24,Jiangsu
SRR5602248,Young,0.36,Jiangsu
SRR5602248,Young,0.32,Jiangsu
SRR5602248,Young,0.39,Jiangsu
SRR5602249,Senior,0.84,Jiangsu
SRR5602249,Senior,0.87,Jiangsu
SRR5602249,Senior,0.88,Jiangsu
SRR5602249,Senior,0.9,Jiangsu
SRR5602249,Senior,0.81,Jiangsu
SRR5602249,Senior,0.77,Jiangsu
SRR5602249,Senior,0.86,Jiangsu
SRR5602249,Senior,0.81,Jiangsu
SRR5602249,Senior,0.83,Jiangsu
SRR5602249,Senior,0.86,Jiangsu
SRR5602249,Senior,0.89,Jiangsu
SRR5602249,Young,0.16,Jiangsu
SRR5602249,Young,0.13,Jiangsu
SRR5602249,Young,0.12,Jiangsu
SRR5602249,Young,0.1,Jiangsu
SRR5602249,Young,0.19,Jiangsu
SRR5602249,Young,0.23,Jiangsu
SRR5602249,Young,0.14,Jiangsu
SRR5602249,Young,0.19,Jiangsu
SRR5602249,Young,0.17,Jiangsu
SRR5602249,Young,0.14,Jiangsu
SRR5602249,Young,0.11,Jiangsu
SRR5602250,Senior,0.81,Jiangsu
SRR5602250,Senior,0.87,Jiangsu
SRR5602250,Senior,0.84,Jiangsu
SRR5602250,Senior,0.81,Jiangsu
SRR5602250,Senior,0.83,Jiangsu
SRR5602250,Senior,0.81,Jiangsu
SRR5602250,Senior,0.81,Jiangsu
SRR5602250,Senior,0.84,Jiangsu
SRR5602250,Senior,0.81,Jiangsu
SRR5602250,Senior,0.81,Jiangsu
SRR5602250,Senior,0.76,Jiangsu
SRR5602250,Senior,0.88,Jiangsu
SRR5602250,Senior,0.84,Jiangsu
SRR5602250,Senior,0.9,Jiangsu
SRR5602250,Senior,0.83,Jiangsu
SRR5602250,Senior,0.83,Jiangsu
SRR5602250,Young,0.19,Jiangsu
SRR5602250,Young,0.13,Jiangsu
SRR5602250,Young,0.16,Jiangsu
SRR5602250,Young,0.19,Jiangsu
SRR5602250,Young,0.17,Jiangsu
SRR5602250,Young,0.19,Jiangsu
SRR5602250,Young,0.19,Jiangsu
SRR5602250,Young,0.16,Jiangsu
SRR5602250,Young,0.19,Jiangsu
SRR5602250,Young,0.19,Jiangsu
SRR5602250,Young,0.24,Jiangsu
SRR5602250,Young,0.12,Jiangsu
SRR5602250,Young,0.16,Jiangsu
SRR5602250,Young,0.1,Jiangsu
SRR5602250,Young,0.17,Jiangsu
SRR5602250,Young,0.17,Jiangsu
SRR5602252,Senior,0.68,Jiangsu
SRR5602252,Senior,0.65,Jiangsu
SRR5602252,Senior,0.69,Jiangsu
SRR5602252,Senior,0.78,Jiangsu
SRR5602252,Senior,0.76,Jiangsu
SRR5602252,Senior,0.79,Jiangsu
SRR5602252,Senior,0.74,Jiangsu
SRR5602252,Senior,0.7,Jiangsu
SRR5602252,Senior,0.72,Jiangsu
SRR5602252,Senior,0.7,Jiangsu
SRR5602252,Senior,0.69,Jiangsu
SRR5602252,Senior,0.74,Jiangsu
SRR5602252,Senior,0.62,Jiangsu
SRR5602252,Senior,0.66,Jiangsu
SRR5602252,Senior,0.7,Jiangsu
SRR5602252,Senior,0.66,Jiangsu
SRR5602252,Young,0.32,Jiangsu
SRR5602252,Young,0.35,Jiangsu
SRR5602252,Young,0.31,Jiangsu
SRR5602252,Young,0.22,Jiangsu
SRR5602252,Young,0.24,Jiangsu
SRR5602252,Young,0.21,Jiangsu
SRR5602252,Young,0.26,Jiangsu
SRR5602252,Young,0.3,Jiangsu
SRR5602252,Young,0.28,Jiangsu
SRR5602252,Young,0.3,Jiangsu
SRR5602252,Young,0.31,Jiangsu
SRR5602252,Young,0.26,Jiangsu
SRR5602252,Young,0.38,Jiangsu
SRR5602252,Young,0.34,Jiangsu
SRR5602252,Young,0.3,Jiangsu
SRR5602252,Young,0.34,Jiangsu
SRR5602253,Senior,0.7,Jiangsu
SRR5602253,Senior,0.76,Jiangsu
SRR5602253,Senior,0.79,Jiangsu
SRR5602253,Senior,0.77,Jiangsu
SRR5602253,Senior,0.76,Jiangsu
SRR5602253,Senior,0.72,Jiangsu
SRR5602253,Senior,0.75,Jiangsu
SRR5602253,Senior,0.71,Jiangsu
SRR5602253,Senior,0.78,Jiangsu
SRR5602253,Senior,0.71,Jiangsu
SRR5602253,Senior,0.78,Jiangsu
SRR5602253,Senior,0.68,Jiangsu
SRR5602253,Senior,0.77,Jiangsu
SRR5602253,Senior,0.65,Jiangsu
SRR5602253,Young,0.3,Jiangsu
SRR5602253,Young,0.24,Jiangsu
SRR5602253,Young,0.21,Jiangsu
SRR5602253,Young,0.23,Jiangsu
SRR5602253,Young,0.24,Jiangsu
SRR5602253,Young,0.28,Jiangsu
SRR5602253,Young,0.25,Jiangsu
SRR5602253,Young,0.29,Jiangsu
SRR5602253,Young,0.22,Jiangsu
SRR5602253,Young,0.29,Jiangsu
SRR5602253,Young,0.22,Jiangsu
SRR5602253,Young,0.32,Jiangsu
SRR5602253,Young,0.23,Jiangsu
SRR5602253,Young,0.35,Jiangsu
SRR5602255,Senior,0.61,Jiangsu
SRR5602255,Senior,0.68,Jiangsu
SRR5602255,Senior,0.75,Jiangsu
SRR5602255,Senior,0.67,Jiangsu
SRR5602255,Senior,0.77,Jiangsu
SRR5602255,Senior,0.76,Jiangsu
SRR5602255,Senior,0.74,Jiangsu
SRR5602255,Senior,0.7,Jiangsu
SRR5602255,Senior,0.79,Jiangsu
SRR5602255,Senior,0.74,Jiangsu
SRR5602255,Senior,0.78,Jiangsu
SRR5602255,Senior,0.73,Jiangsu
SRR5602255,Senior,0.71,Jiangsu
SRR5602255,Senior,0.67,Jiangsu
SRR5602255,Senior,0.68,Jiangsu
SRR5602255,Senior,0.74,Jiangsu
SRR5602255,Senior,0.73,Jiangsu
SRR5602255,Senior,0.76,Jiangsu
SRR5602255,Senior,0.72,Jiangsu
SRR5602255,Senior,0.72,Jiangsu
SRR5602255,Senior,0.73,Jiangsu
SRR5602255,Senior,0.77,Jiangsu
SRR5602255,Senior,0.71,Jiangsu
SRR5602255,Senior,0.72,Jiangsu
SRR5602255,Young,0.39,Jiangsu
SRR5602255,Young,0.32,Jiangsu
SRR5602255,Young,0.25,Jiangsu
SRR5602255,Young,0.33,Jiangsu
SRR5602255,Young,0.23,Jiangsu
SRR5602255,Young,0.24,Jiangsu
SRR5602255,Young,0.26,Jiangsu
SRR5602255,Young,0.3,Jiangsu
SRR5602255,Young,0.21,Jiangsu
SRR5602255,Young,0.26,Jiangsu
SRR5602255,Young,0.22,Jiangsu
SRR5602255,Young,0.27,Jiangsu
SRR5602255,Young,0.29,Jiangsu
SRR5602255,Young,0.33,Jiangsu
SRR5602255,Young,0.32,Jiangsu
SRR5602255,Young,0.26,Jiangsu
SRR5602255,Young,0.27,Jiangsu
SRR5602255,Young,0.24,Jiangsu
SRR5602255,Young,0.28,Jiangsu
SRR5602255,Young,0.28,Jiangsu
SRR5602255,Young,0.27,Jiangsu
SRR5602255,Young,0.23,Jiangsu
SRR5602255,Young,0.29,Jiangsu
SRR5602255,Young,0.28,Jiangsu
SRR5602257,Senior,0.61,Jiangsu
SRR5602257,Senior,0.62,Jiangsu
SRR5602257,Senior,0.66,Jiangsu
SRR5602257,Senior,0.72,Jiangsu
SRR5602257,Senior,0.64,Jiangsu
SRR5602257,Senior,0.66,Jiangsu
SRR5602257,Senior,0.61,Jiangsu
SRR5602257,Senior,0.6,Jiangsu
SRR5602257,Senior,0.61,Jiangsu
SRR5602257,Senior,0.69,Jiangsu
SRR5602257,Senior,0.64,Jiangsu
SRR5602257,Senior,0.65,Jiangsu
SRR5602257,Senior,0.73,Jiangsu
SRR5602257,Senior,0.67,Jiangsu
SRR5602257,Senior,0.7,Jiangsu
SRR5602257,Senior,0.65,Jiangsu
SRR5602257,Senior,0.63,Jiangsu
SRR5602257,Senior,0.73,Jiangsu
SRR5602257,Senior,0.61,Jiangsu
SRR5602257,Senior,0.66,Jiangsu
SRR5602257,Senior,0.63,Jiangsu
SRR5602257,Senior,0.65,Jiangsu
SRR5602257,Senior,0.65,Jiangsu
SRR5602257,Senior,0.6,Jiangsu
SRR5602257,Senior,0.75,Jiangsu
SRR5602257,Young,0.39,Jiangsu
SRR5602257,Young,0.38,Jiangsu
SRR5602257,Young,0.34,Jiangsu
SRR5602257,Young,0.28,Jiangsu
SRR5602257,Young,0.36,Jiangsu
SRR5602257,Young,0.34,Jiangsu
SRR5602257,Young,0.39,Jiangsu
SRR5602257,Young,0.4,Jiangsu
SRR5602257,Young,0.39,Jiangsu
SRR5602257,Young,0.31,Jiangsu
SRR5602257,Young,0.36,Jiangsu
SRR5602257,Young,0.35,Jiangsu
SRR5602257,Young,0.27,Jiangsu
SRR5602257,Young,0.33,Jiangsu
SRR5602257,Young,0.3,Jiangsu
SRR5602257,Young,0.35,Jiangsu
SRR5602257,Young,0.37,Jiangsu
SRR5602257,Young,0.27,Jiangsu
SRR5602257,Young,0.39,Jiangsu
SRR5602257,Young,0.34,Jiangsu
SRR5602257,Young,0.37,Jiangsu
SRR5602257,Young,0.35,Jiangsu
SRR5602257,Young,0.35,Jiangsu
SRR5602257,Young,0.4,Jiangsu
SRR5602257,Young,0.25,Jiangsu
SRR5602258,Senior,0.57,Jiangsu
SRR5602258,Senior,0.5,Jiangsu
SRR5602258,Senior,0.51,Jiangsu
SRR5602258,Senior,0.59,Jiangsu
SRR5602258,Senior,0.53,Jiangsu
SRR5602258,Senior,0.57,Jiangsu
SRR5602258,Senior,0.57,Jiangsu
SRR5602258,Senior,0.59,Jiangsu
SRR5602258,Senior,0.53,Jiangsu
SRR5602258,Senior,0.54,Jiangsu
SRR5602258,Senior,0.52,Jiangsu
SRR5602258,Senior,0.63,Jiangsu
SRR5602258,Senior,0.57,Jiangsu
SRR5602258,Young,0.43,Jiangsu
SRR5602258,Young,0.5,Jiangsu
SRR5602258,Young,0.49,Jiangsu
SRR5602258,Young,0.41,Jiangsu
SRR5602258,Young,0.47,Jiangsu
SRR5602258,Young,0.43,Jiangsu
SRR5602258,Young,0.43,Jiangsu
SRR5602258,Young,0.41,Jiangsu
SRR5602258,Young,0.47,Jiangsu
SRR5602258,Young,0.46,Jiangsu
SRR5602258,Young,0.48,Jiangsu
SRR5602258,Young,0.37,Jiangsu
SRR5602258,Young,0.43,Jiangsu
SRR5602261,Senior,0.68,Jiangsu
SRR5602261,Senior,0.42,Jiangsu
SRR5602261,Senior,0.61,Jiangsu
SRR5602261,Senior,0.46,Jiangsu
SRR5602261,Senior,0.54,Jiangsu
SRR5602261,Senior,0.5,Jiangsu
SRR5602261,Senior,0.51,Jiangsu
SRR5602261,Senior,0.57,Jiangsu
SRR5602261,Senior,0.53,Jiangsu
SRR5602261,Senior,0.41,Jiangsu
SRR5602261,Senior,0.57,Jiangsu
SRR5602261,Senior,0.43,Jiangsu
SRR5602261,Senior,0.49,Jiangsu
SRR5602261,Senior,0.36,Jiangsu
SRR5602261,Senior,0.46,Jiangsu
SRR5602261,Senior,0.52,Jiangsu
SRR5602261,Young,0.32,Jiangsu
SRR5602261,Young,0.58,Jiangsu
SRR5602261,Young,0.39,Jiangsu
SRR5602261,Young,0.54,Jiangsu
SRR5602261,Young,0.46,Jiangsu
SRR5602261,Young,0.5,Jiangsu
